Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
40130,1965/12/02,"3 h 46 min 33 sec","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",,989354.03,6371580.02,44.38,6.63,4,"ASSEZ SURE"
40131,1965/12/02,"9 h 23 min 2 sec","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",,993333.10,6371764.50,44.38,6.68,,
730182,1965/12/08,"19 h 57 min 8 sec","BEAUFORTIN (MONTVALEZAN)","ALPES SAVOYARDES",,997324.91,6509091.45,45.62,6.82,4,"ASSEZ SURE"
40132,1965/12/12,"2 h 49 min 42 sec","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",,993246.76,6373614.02,44.40,6.68,3.5,"ASSEZ SURE"
1100079,1965/12/15,"12 h 7 min 17 sec","HAINAUT (MAURAGE)",BELGIQUE,,779449.90,7037874.76,50.43,4.12,7,INCERTAINE
1100080,1965/12/21,"10 h 0 min 1 sec","PAYS DE LIEGE (HERSTAL-LIEGE)",BELGIQUE,,881805.56,7064407.92,50.65,5.57,7,INCERTAINE
40133,1966/01/11,"14 h 50 min 36 sec","UBAYE (FAUCON)","ALPES PROVENCALES",,995811.56,6375587.84,44.42,6.72,3,"ASSEZ SURE"
730183,1966/01/14,"21 h 24 min 4 sec","VANOISE (VAL D'ISERE)","ALPES SAVOYARDES",,1011231.00,6491247.37,45.45,6.98,,
1100081,1966/01/16,"0 h 13 min 21 sec","HAINAUT (HAINE-SAINT-PIERRE)",BELGIQUE,,785350.32,7039818.20,50.45,4.20,6,INCERTAINE
1100082,1966/01/16,"6 h 51 min 35 sec","HAINAUT (CARNIERES)",BELGIQUE,,788935.68,7038016.92,50.43,4.25,6,INCERTAINE
1100083,1966/01/16,"12 h 32 min 50 sec","HAINAUT (CARNIERES)",BELGIQUE,,791276.89,7039911.40,50.45,4.28,7,INCERTAINE
530012,1966/01/18,"19 h 43 min","CRAONNAIS ET SEGREEN (BALLOTS)",MAINE,,397515.40,6763270.77,47.90,-1.05,,
530013,1966/01/19,"7 h 40 min","CRAONNAIS ET SEGREEN (BALLOTS)",MAINE,,397515.40,6763270.77,47.90,-1.05,,
740092,1966/01/19,"7 h 0 min 31 sec","MASSIF DU MONT-BLANC (MEGEVE)","ALPES SAVOYARDES",,984359.51,6536270.57,45.87,6.67,4,INCERTAINE
650396,1966/01/28,"18 h 40 min","BIGORRE (NESTIER)","PYRENEES CENTRALES",,494876.19,6221865.43,43.07,0.48,3,INCERTAINE
1130336,1966/01/29,"0 h 30 min","PIEMONT (SAMPEYRE)",ITALIE,,1032038.59,6394085.10,44.57,7.18,3,INCERTAINE
650397,1966/02/14,"5 h 17 min","BIGORRE (LOURDES)","PYRENEES CENTRALES",,451569.12,6227100.97,43.10,-0.05,5,"INFORMATION ISOLÉE"
1130091,1966/04/07,"19 h 38 min 59 sec","PIEMONT (ENTRACQUE)",ITALIE,,1051280.81,6358047.32,44.23,7.40,6.5,SURE
840078,1966/04/25,"20 h 25 min 43 sec","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)",VAUCLUSE,,916311.15,6292672.20,43.70,5.68,4.5,INCERTAINE
840079,1966/05/01,"23 h 51 min 46 sec","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)",VAUCLUSE,REPLIQUE,916185.29,6296374.41,43.73,5.68,4.5,"INFORMATION ISOLÉE"
650398,1966/05/20,"0 h 52 min 58 sec","HAUT-COMMINGES (GOURDAN-POLIGNAN)","PYRENEES CENTRALES",,493042.70,6207090.82,42.93,0.47,6,"ASSEZ SURE"
1130335,1966/06/09,"3 h 27 min 21 sec","RIVIERA DI PONENTE (SAVONA)",ITALIE,,1120427.19,6401253.77,44.58,8.30,3,"ASSEZ SURE"
250022,1966/07/02,"6 h 15 min 23 sec","PLATEAU DE HAUTE-SAONE (FAUCOGNEY ?)",FRANCHE-COMTE,,966746.34,6754129.62,47.83,6.57,4,INCERTAINE
250023,1966/07/10,"3 h 45 min 14 sec","AVANT-PAYS JURASSIEN (MONTAGNEY)",FRANCHE-COMTE,,954007.76,6701674.77,47.37,6.37,3,"ASSEZ SURE"
380095,1966/08/24,"20 h 47 min 4 sec","VERCORS (MONTEYNARD)",DAUPHINE,,912780.14,6435206.06,44.98,5.70,5,"ASSEZ SURE"
740093,1967/01/05,"16 h 35 min 1 sec","FAUCIGNY (MARIGNIER)","ALPES SAVOYARDES",,972867.06,6561684.92,46.10,6.53,4,"ASSEZ SURE"
1130337,1967/01/13,"10 h 32 min 36 sec","RIVIERA DI LEVANTE (CHIAVARI)",ITALIE,,1207408.48,6376131.11,44.30,9.37,,
200009,1967/01/14,"12 h 29 min 47 sec","CAP CORSE (BASTIA)",CORSE,PRECURSEUR,1232639.77,6183016.02,42.55,9.48,,
1130338,1967/01/15,"2 h 34 min 3 sec","PIEMONT (DRONERO)",ITALIE,,1050043.38,6380231.41,44.43,7.40,4,"ASSEZ SURE"
1130339,1967/01/15,"6 h 30 min","PIEMONT (DRONERO)",ITALIE,REPLIQUE,1060957.95,6375286.13,44.38,7.53,,
350039,1967/01/17,"6 h 8 min 53 sec","PAYS MALOUIN (ST-MALO)",BRETAGNE,,330142.02,6880350.68,48.92,-2.05,4.5,ARBITRAIRE
1130340,1967/01/18,"10 h 29 min","RIVIERA DI LEVANTE (CHIAVARI)",ITALIE,,1203284.17,6377656.76,44.32,9.32,2,"INFORMATION ISOLÉE"
670112,1967/01/19,"4 h 35 min 33 sec","PLAINE DE BASSE-ALSACE (BRUMATH)",ALSACE,,1044244.67,6858346.08,48.73,7.68,4,"ASSEZ SURE"
200010,1967/01/24,"3 h 23 min","CAP CORSE (BASTIA)",CORSE,,1232639.77,6183016.02,42.55,9.48,3,ARBITRAIRE
840080,1967/01/26,"3 h 0 min 28 sec","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)",VAUCLUSE,,913500.80,6296283.71,43.73,5.65,5,"ASSEZ SURE"
1130341,1967/02/23,"23 h","PIEMONT (CUNEO)",ITALIE,,1043622.79,6376168.10,44.40,7.32,3,INCERTAINE
1130342,1967/03/02,"19 h 20 min","PIEMONT (VALDIERI)",ITALIE,"GROUPE DE SECOUSSES D UN ESSAIM",1050971.44,6363593.54,44.28,7.40,4.5,"INFORMATION ISOLÉE"
630073,1967/04/08,"12 h 46 min 59 sec","COMBRAILLE (VALIGNAT)",AUVERGNE,,706427.90,6564836.52,46.18,3.08,4,INCERTAINE
440057,1967/06/22,"1 h 29 min","PAYS DE CHATEAUBRIANT (SOUDAN)","PAYS NANTAIS ET VENDEEN",,377853.49,6745767.08,47.73,-1.30,2,"INFORMATION ISOLÉE"
210029,1967/07/16,"14 h 4 min 14 sec","PLAINE DE HAUTE-BOURGOGNE (AUXONNE)",BOURGOGNE,,884129.68,6682434.12,47.22,5.43,5,"ASSEZ SURE"
640362,1967/08/13,"22 h 7 min 50 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES","GROUPE DE SECOUSSES D UN ESSAIM",393234.69,6229620.48,43.10,-0.77,8,SURE
640399,1967/08/13,"22 h 46 min 43 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640400,1967/08/13,"23 h 35 min 12 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640401,1967/08/14,"5 h 8 min 12 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640402,1967/08/14,"5 h 44 min 18 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640403,1967/08/14,"6 h 23 min 34 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640404,1967/08/14,"6 h 32 min 58 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640405,1967/08/14,"19 h 21 min 33 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640406,1967/08/15,"14 h 45 min 41 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640407,1967/08/20,"8 h 43 min 20 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640408,1967/08/20,"19 h 34 min 9 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640409,1967/08/23,"20 h 48 min 8 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640410,1967/08/26,"9 h 2 min 10 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640411,1967/09/19,"10 h 26 min 18 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
640412,1967/10/03,"22 h 54 min 24 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,,
560039,1967/10/15,"6 h 40 min 40 sec","LANDES DE LANVAUX (PLAUDREN)",BRETAGNE,,277131.25,6755832.28,47.77,-2.65,5,"ASSEZ SURE"
640363,1967/10/22,"20 h 42 min 40 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,5,"ASSEZ SURE"
870018,1967/11/18,"2 h 0 min 59 sec","BASSE-MARCHE (LUSSAC-LES-EGLISES)",LIMOUSIN,,561506.33,6581218.72,46.32,1.20,4,INCERTAINE
60100,1967/12/06,"4 h 15 min 23 sec","ALPES NICOISES (W. ROQUEBILLIERE)","ALPES MARITIMES",,1039376.89,6331432.65,44.00,7.23,5,"ASSEZ SURE"
390014,1968/02/05,"2 h 28 min 49 sec","PLATEAUX JURASSIENS (CLAIRVAUX-LES-LACS)",FRANCHE-COMTE,,910596.39,6611071.34,46.57,5.75,4.5,SURE
210030,1968/03/08,"4 h 1 min 6 sec","PLAINE DE HAUTE-BOURGOGNE (PONTAILLER/SAONE)",BOURGOGNE,,876346.16,6689607.70,47.28,5.33,4.5,"ASSEZ SURE"
650399,1968/03/12,"14 h 54 min 55 sec","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,442984.66,6216310.86,43.00,-0.15,4,"ASSEZ SURE"
850039,1968/03/15,"13 h 44 min 27 sec","COTE VENDEENNE (ST-JEAN-DE-MONTS)","PAYS NANTAIS ET VENDEEN",,321452.91,6645226.74,46.80,-1.97,4.5,SURE
850040,1968/03/15,"13 h 45 min 55 sec","COTE VENDEENNE (ST-JEAN-DE-MONTS)","PAYS NANTAIS ET VENDEEN",REPLIQUE,321452.91,6645226.74,46.80,-1.97,,
850041,1968/03/24,"19 h 51 min 36 sec","COTE VENDEENNE (ST-JEAN-DE-MONTS)","PAYS NANTAIS ET VENDEEN",REPLIQUE,321103.86,6639684.62,46.75,-1.97,4.5,"ASSEZ SURE"
870019,1968/04/07,"19 h 13 min 24 sec","BASSE-MARCHE (CHATEAUPONSAC)",LIMOUSIN,,566188.02,6560749.30,46.13,1.27,4.5,SURE
870031,1968/04/07,"19 h 18 min 55 sec","BASSE-MARCHE (CHATEAUPONSAC)",LIMOUSIN,REPLIQUE,566188.02,6560749.30,46.13,1.27,,
870032,1968/04/07,"20 h 58 min 25 sec","BASSE-MARCHE (MAGNAC-LAVAL)",LIMOUSIN,REPLIQUE,558684.30,6570175.50,46.22,1.17,,
870033,1968/04/08,"6 h 14 min 58 sec","BASSE-MARCHE (ST-PRIEST-LE-BETOUX)",LIMOUSIN,REPLIQUE,566188.02,6560749.30,46.13,1.27,,
1130092,1968/04/18,"19 h 38 min 17 sec","RIVIERA DI PONENTE (DIANO MARINA)",ITALIE,,1111796.07,6330167.55,43.95,8.13,6,"ASSEZ SURE"
1130344,1968/05/30,"16 h 0 min 40 sec","PIEMONT (SUSA)",ITALIE,,1049437.88,6367217.12,44.32,7.38,4,INCERTAINE
1130131,1968/06/18,"5 h 27 min 36 sec","VAL D'AOSTE (ARNAZ)",ITALIE,,1069842.79,6514882.55,45.63,7.75,6.5,INCERTAINE
740094,1968/06/27,"15 h 43 min 40 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",,988620.76,6582793.02,46.28,6.75,6.5,"ASSEZ SURE"
740095,1968/06/27,"15 h 55 min 27 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,988620.76,6582793.02,46.28,6.75,,
740096,1968/06/27,"16 h 24 min 21 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,988620.76,6582793.02,46.28,6.75,,
60101,1968/07/15,"4 h 21 min 3 sec","ALPES NICOISES (LUCERAM)","ALPES MARITIMES",,1050771.78,6319070.97,43.88,7.37,4,INCERTAINE
1100084,1968/08/13,"16 h 40 min 41 sec","HAINAUT (LA LOUVIERE)",BELGIQUE,,784109.31,7043513.28,50.48,4.18,,
740097,1968/08/19,"0 h 36 min 43 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",,989814.32,6584702.88,46.30,6.77,7,SURE
740098,1968/08/19,"1 h 45 min 12 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,989814.32,6584702.88,46.30,6.77,,
740099,1968/08/19,"4 h 10 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
740100,1968/08/19,"9 h","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
60102,1968/09/26,"7 h 52 min 33 sec","MONTAGNES DU HAUT-VAR (VALBERG-PEONE)","ALPES MARITIMES",,1012128.44,6341153.72,44.10,6.90,,
650400,1968/10/04,"7 h 13 min 52 sec","BIGORRE (LOURDES)","PYRENEES CENTRALES",,451569.12,6227100.97,43.10,-0.05,3,"INFORMATION ISOLÉE"
730184,1968/10/19,"15 h 42 min 57 sec","BEAUFORTIN (BOURG-SAINT-MAURICE)","ALPES SAVOYARDES",,993843.67,6527453.72,45.78,6.78,4,INCERTAINE
650401,1968/10/21,"6 h 25 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,452712.51,6221493.53,43.05,-0.03,3.5,"ASSEZ SURE"
740101,1968/11/21,"22 h 50 min 3 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,988620.76,6582793.02,46.28,6.75,,
740102,1968/11/24,"5 h 25 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
740103,1968/11/25,"5 h 44 min 49 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,5,"INFORMATION ISOLÉE"
740104,1968/11/26,"22 h","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
740105,1968/11/27,"2 h 3 min 32 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,985035.41,6577064.98,46.23,6.70,5,INCERTAINE
740106,1968/11/30,"3 h","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES","GROUPE DE SECOUSSES D UN ESSAIM",988620.76,6582793.02,46.28,6.75,,
740107,1968/12/09,"1 h 50 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
740108,1968/12/09,"2 h 10 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
740109,1968/12/09,"2 h 20 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
740110,1968/12/09,"5 h 30 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
740111,1968/12/09,"17 h","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
740112,1968/12/11,"13 h 10 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
650402,1968/12/19,"1 h 7 min 40 sec","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,448638.40,6221651.41,43.05,-0.08,3,"ASSEZ SURE"
740113,1968/12/20,"0 h 53 min 50 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,988620.76,6582793.02,46.28,6.75,,
740114,1968/12/20,"2 h","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
740115,1969/01/02,,"CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,988620.76,6582793.02,46.28,6.75,,
740116,1969/01/22,"15 h 20 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
1110086,1969/02/26,"1 h 28 min 1 sec","JURA SOUABE (TAILFINGEN)",ALLEMAGNE,,1147122.25,6815201.29,48.28,9.03,7,"ASSEZ SURE"
1130346,1969/03/17,"22 h 45 min","PIEMONT (VALDIERI)",ITALIE,,1050971.44,6363593.54,44.28,7.40,3.5,"INFORMATION ISOLÉE"
1130347,1969/04/04,"15 h 15 min","RIVIERA DI PONENTE (IMPERIA)",ITALIE,,1110953.94,6343103.24,44.07,8.13,3,"ASSEZ SURE"
380096,1969/04/14,"22 h 30 min 19 sec","VERCORS (MONTEYNARD)",DAUPHINE,,912843.42,6433356.12,44.97,5.70,,
730185,1969/05/10,"7 h 24 min 25 sec","VANOISE (ST-MARTIN-DE-BELLEVILLE)","ALPES SAVOYARDES",,972436.38,6483852.88,45.40,6.48,4.5,INCERTAINE
640364,1969/06/07,"22 h 34 min 0 sec","BEARN (FEAS)","PYRENEES OCCIDENTALES",,400103.01,6231151.36,43.12,-0.68,5,"ASSEZ SURE"
900007,1969/07/10,"16 h 23 min 10 sec","TERRITOIRE DE BELFORT (GIROMAGNY)",FRANCHE-COMTE,,985876.79,6745755.56,47.75,6.82,3,INCERTAINE
1130354,1969/10/09,"3 h 31 min 35 sec","PIEMONT (AVIGLIANA-TORINO)",ITALIE,,1039576.69,6450107.47,45.07,7.32,5,"ASSEZ SURE"
40134,1969/11/22,"7 h 49 min 15 sec","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",,989354.03,6371580.02,44.38,6.63,5,"ASSEZ SURE"
640365,1969/11/24,"10 h 51 min 54 sec","BEARN (LACQ-AUDEJOS)","PYRENEES OCCIDENTALES",,411017.63,6262180.83,43.40,-0.57,5,"ASSEZ SURE"
640366,1969/11/24,"21 h 30 min","BEARN (ARETTE)","PYRENEES OCCIDENTALES",,398660.18,6229363.77,43.10,-0.70,4,"ASSEZ SURE"
880034,1970/01/10,"21 h 48 min 36 sec","PLAINE LORRAINE (SAUVILLE)",VOSGES,,903169.14,6788661.85,48.17,5.73,,
1110087,1970/01/22,"15 h 25 min 17 sec","JURA SOUABE (ONSMETTINGEN)",ALLEMAGNE,,1145748.54,6816954.11,48.30,9.02,7,"ASSEZ SURE"
1130348,1970/02/02,"12 h 30 min","PIEMONT (SALUZZO)",ITALIE,,1050125.93,6402487.29,44.63,7.42,4,"ASSEZ SURE"
570013,1970/02/23,"14 h 42 min 53 sec","BASSIN SARROIS (HOMBOURG)",LORRAINE,,977232.15,6899287.64,49.13,6.80,4,"ASSEZ SURE"
1140060,1970/03/12,"17 h",ANDORRE,ANDORRE,PRECURSEUR,552769.90,6198035.46,42.87,1.20,,
1140061,1970/03/13,"2 h",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",577093.76,6186403.69,42.77,1.50,,
1140062,1970/03/13,"23 h 15 min",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",575301.03,6164188.73,42.57,1.48,4,INCERTAINE
1140029,1970/03/14,"0 h 9 min 46 sec",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",576389.46,6149332.64,42.43,1.50,4.5,INCERTAINE
1140030,1970/03/14,"0 h 32 min 34 sec",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",596002.55,6173094.56,42.65,1.73,4.5,"ASSEZ SURE"
1140031,1970/03/14,"8 h 46 min 48 sec",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",596002.55,6173094.56,42.65,1.73,,
1140032,1970/03/14,"15 h 48 min 10 sec",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",588780.94,6150963.50,42.45,1.65,5,"ASSEZ SURE"
1140063,1970/03/14,"4 h",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",599621.75,6141514.92,42.37,1.78,4,"INFORMATION ISOLÉE"
1140033,1970/03/15,"6 h 37 min 59 sec",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",593174.49,6167578.29,42.60,1.70,,
1140034,1970/03/15,"9 h 55 min",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",587760.93,6171377.90,42.63,1.63,,
1140035,1970/03/16,"6 h 26 min 43 sec",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",593174.49,6167578.29,42.60,1.70,5,"ASSEZ SURE"
1140036,1970/03/16,"6 h 53 min 47 sec",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",601419.35,6169301.89,42.62,1.80,,
1140064,1970/03/17,"3 h 10 min",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",580747.66,6162232.08,42.55,1.55,,
1140037,1970/03/18,"2 h 47 min 16 sec","CERDAGNE (BOURG-MADAME)","PYRENEES ORIENTALES",,613469.97,6148733.85,42.43,1.95,4,INCERTAINE
1130349,1970/04/05,"18 h 53 min 32 sec","PIEMONT (DRONERO)",ITALIE,,1035670.07,6375737.97,44.40,7.22,4.5,INCERTAINE
1140038,1970/04/05,"6 h 49 min 58 sec",ANDORRE,ANDORRE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",587696.76,6167670.79,42.60,1.63,5,"ASSEZ SURE"
860029,1970/04/25,"2 h 17 min 57 sec","BRANDES DU HAUT-POITOU (JARDRES)",POITOU,,514978.54,6612086.20,46.58,0.58,3.5,INCERTAINE
1130350,1970/05/06,"9 h 16 min 59 sec","RIVIERA DI PONENTE (ALASSIO)",ITALIE,,1106599.31,6348388.10,44.12,8.08,4.5,INCERTAINE
350040,1970/06/07,"0 h 46 min 35 sec","PAYS DE FOUGERES",BRETAGNE,,391838.28,6821063.50,48.42,-1.17,4,"ASSEZ SURE"
1130093,1970/06/18,"9 h 5 min 53 sec","COTE D'AZUR (NICE ?)","ALPES MARITIMES",,1056952.87,6304576.17,43.75,7.43,3.5,INCERTAINE
1140039,1970/08/20,"1 h 41 min 6 sec",ANDORRE,ANDORRE,"GROUPE DE SECOUSSES D UN ESSAIM",597106.73,6156389.51,42.50,1.75,,
1130351,1970/10/10,"5 h","PIEMONT (CUNEO)",ITALIE,,1056388.27,6362043.54,44.27,7.47,4,INCERTAINE
1130352,1970/10/10,"22 h 15 min","PIEMONT (VALDIERI)",ITALIE,,1037590.81,6364715.72,44.30,7.23,4,"ASSEZ SURE"
1130353,1970/10/20,"5 h 45 min","PIEMONT (VALDIERI)",ITALIE,,1050971.44,6363593.54,44.28,7.40,4,INCERTAINE
1100085,1970/11/03,"8 h 45 min 49 sec","HAINAUT (MARCHIENNES-AU-PONT)",BELGIQUE,,799672.73,7034483.46,50.40,4.40,,"INFORMATION ISOLÉE"
880035,1970/12/15,"19 h","HAUTES-VOSGES (REMIREMONT)",VOSGES,,969635.24,6772799.73,48.00,6.62,4.5,"ASSEZ SURE"
880036,1970/12/16,"11 h 50 min","HAUTES-VOSGES (REMIREMONT)",VOSGES,REPLIQUE,969635.24,6772799.73,48.00,6.62,,
880037,1970/12/16,"15 h 30 min","HAUTES-VOSGES (REMIREMONT)",VOSGES,REPLIQUE,969635.24,6772799.73,48.00,6.62,,
1130356,1970/12/29,"5 h","RIVIERA DI PONENTE (CERIALE)",ITALIE,,1121954.21,6358675.98,44.20,8.28,2,"INFORMATION ISOLÉE"
1130094,1970/12/30,"2 h 20 min 2 sec","RIVIERA DI PONENTE (PIETRA LIGURE)",ITALIE,,1117721.57,6362105.20,44.23,8.23,5,"ASSEZ SURE"
1130095,1970/12/31,"22 h 4 min 46 sec","RIVIERA DI PONENTE (PIETRA LIGURE)",ITALIE,REPLIQUE,1122201.82,6354980.94,44.17,8.28,5.5,"ASSEZ SURE"
640508,1971/01/12,"9 h 15 min","BEARN (MONTORY)","PYRENEES OCCIDENTALES",,389165.73,6229816.01,43.10,-0.82,,"INFORMATION ISOLÉE"
380097,1971/01/14,"3 h 5 min 44 sec","BELLEDONNE (VIZILLE)",DAUPHINE,,918953.32,6446533.57,45.08,5.78,5,"ASSEZ SURE"
560040,1971/01/31,"23 h 59 min 8 sec","VANNETAIS (ETEL-CARNAC)",BRETAGNE,,237381.43,6743956.86,47.63,-3.17,3,"ASSEZ SURE"
50078,1971/02/01,"12 h 26 min 55 sec","PIEMONT (DRONERO)",ITALIE,,1051367.94,6380305.43,44.43,7.42,5.5,ARBITRAIRE
440058,1971/02/03,"19 h 45 min 42 sec","ESTUAIRE DE LA LOIRE (DONGES)","PAYS NANTAIS ET VENDEEN",,316264.90,6703060.84,47.32,-2.08,4,"ASSEZ SURE"
60103,1971/03/24,"8 h 21 min 52 sec","MONTAGNES DU HAUT-VAR (VALBERG-PEONE)","ALPES MARITIMES",,1052622.96,6309899.22,43.80,7.38,3.5,"INFORMATION ISOLÉE"
1110088,1971/04/29,"4 h 35 min 29 sec","JURA SOUABE (ONSMETTINGEN)",ALLEMAGNE,,1144797.37,6813166.10,48.27,9.00,,
50083,1971/05/27,"14 h 53 min 40 sec","QUEYRAS (MONT-DAUPHIN)","ALPES DAUPHINOISES",PRECURSEUR,986586.64,6402959.79,44.67,6.62,,
50079,1971/06/06,"21 h 59 min 11 sec","QUEYRAS (MONT-DAUPHIN)","ALPES DAUPHINOISES",,991865.49,6403203.97,44.67,6.68,5.5,"ASSEZ SURE"
1110089,1971/06/08,"2 h 22 min 2 sec","JURA SOUABE (HECHINGEN)",ALLEMAGNE,,1142863.01,6822307.85,48.35,8.98,,
50084,1971/06/11,,"QUEYRAS (MONT-DAUPHIN)","ALPES DAUPHINOISES",REPLIQUE,986586.64,6402959.79,44.67,6.62,,
640509,1971/06/16,"4 h 42 min","BEARN (MONTORY)","PYRENEES OCCIDENTALES",,389165.73,6229816.01,43.10,-0.82,4,"INFORMATION ISOLÉE"
390015,1971/06/21,"5 h 2 min 48 sec","JURA (VAUX-LES-SAINT-CLAUDE)",FRANCHE-COMTE,PRECURSEUR,910153.29,6586979.51,46.35,5.73,,
390016,1971/06/21,"7 h 25 min 32 sec","JURA (VAUX-LES-SAINT-CLAUDE)",FRANCHE-COMTE,,908808.76,6588785.12,46.37,5.72,7,SURE
